UniqueId,ValCarrier,JourneyType,Pax_A_BaseFare,Pax_A_Taxes,Origin,Destination,Camp_ID,ValidFrom,ValidTo,OperatingCarrierCode,SerialId,AirV,FltNum,D_AirportCode,D_AirportCityCode,D_AirportCountryCode,D_Terminal,D_Time,A_AirportCode,A_AirportCityCode,A_AirportCountryCode,A_Terminal,IsNextDayCount,A_Time,EquipType,IsReturn,BI_Pieces,BI_Description,Sector_Group,BaggageInfo,Currency
654,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,1,AY,4042,LHR,LON,GB,5,16:20,DFW,DFW,US,7,0,19:30,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
654,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,5534,DFW,DFW,US,8,19:50,LAS,LAS,US,5,1,07:50,777,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
654,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5534,LAS,LAS,US,8,19:50,DFW,DFW,US,5,1,07:50,777,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
654,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,5534,DFW,DFW,US,8,19:50,LHR,LON,GB,5,1,07:50,777,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
653,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,1,AY,4042,LHR,LON,GB,5,16:20,JFK,JFK,US,7,0,19:30,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
653,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,5534,JFK,JFK,US,8,19:50,LHR,LON,GB,5,1,07:50,777,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
652,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5776,LHR,LON,GB,5,12:35,JFK,JFK,US,8,0,15:45,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
652,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,5534,JFK,JFK,US,8,19:50,LHR,LON,GB,5,1,07:50,777,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
651,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,4042,LHR,LON,GB,5,16:20,JFK,JFK,US,7,0,19:30,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
651,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,2,AY,3018,JFK,JFK,US,7,21:30,LHR,LON,GB,5,1,09:20,777,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
650,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5776,LHR,LON,GB,5,12:35,JFK,JFK,US,N,0,15:45,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
650,AY,1,2001,0,LHR,JFK,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,2,AY,3018,JFK,JFK,US,N,21:30,LHR,LON,GB,5,1,09:20,777,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
649,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5966,LHR,LON,GB,5,09:30,IAH,IAH,US,E,0,14:15,789,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
649,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,3092,IAH,IAH,US,A,06:14,DFW,DFW,US,0,0,07:40,319,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
649,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5928,DFW,DFW,US,0,15:20,LHR,LON,GB,5,1,06:20,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
648,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5966,LHR,LON,GB,5,09:30,IAH,IAH,US,E,0,14:15,789,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
648,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,3091,IAH,IAH,US,A,08:00,DFW,DFW,US,0,0,09:22,321,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
648,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5928,DFW,DFW,US,0,15:20,LHR,LON,GB,5,1,06:20,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
647,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5966,LHR,LON,GB,5,09:30,IAH,IAH,US,E,0,14:15,789,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
647,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,4861,IAH,IAH,US,A,12:25,ORD,ORD,US,3,0,15:08,E75,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
647,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5897,ORD,ORD,US,3,19:00,LHR,LON,GB,5,1,08:40,788,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
646,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5966,LHR,LON,GB,5,09:30,IAH,IAH,US,E,0,14:15,789,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
646,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,3099,IAH,IAH,US,A,10:18,DFW,DFW,US,0,0,11:43,CR9,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
646,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5928,DFW,DFW,US,0,15:20,LHR,LON,GB,5,1,06:20,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
645,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5966,LHR,LON,GB,5,09:30,IAH,IAH,US,E,0,14:15,789,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
645,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,6107,IAH,IAH,US,A,12:21,DFW,DFW,US,0,0,13:46,319,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
645,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5928,DFW,DFW,US,0,15:20,LHR,LON,GB,5,1,06:20,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
644,AY,1,2001,0,LHR,LAS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5493,LHR,LON,GB,5,13:45,DFW,DFW,US,D,0,18:10,789,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
644,AY,1,2001,0,LHR,LAS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,5918,DFW,DFW,US,0,19:52,LAS,LAS,US,1,0,21:02,738,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
644,AY,1,2001,0,LHR,LAS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,6214,LAS,LAS,US,1,10:04,CLT,CLT,US,N,0,17:18,321,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
644,AY,1,2001,0,LHR,LAS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,4,AY,5669,CLT,CLT,US,N,18:05,LHR,LON,GB,5,1,06:50,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
643,AY,1,2001,0,LHR,LAX,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5970,LHR,LON,GB,5,15:30,LAX,LAX,US,B,0,18:50,789,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
643,AY,1,2001,0,LHR,LAX,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,3338,LAX,LAX,US,0,10:00,MIA,MIA,US,N,0,17:49,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
643,AY,1,2001,0,LHR,LAX,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,3,AY,3101,MIA,MIA,US,N,21:25,LHR,LON,GB,5,1,10:45,789,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
642,AY,1,2001,0,LHR,LAX,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,AY,5970,LHR,LON,GB,5,15:30,LAX,LAX,US,B,0,18:50,789,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
642,AY,1,2001,0,LHR,LAX,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,AY,3022,LAX,LAX,US,B,21:05,LHR,LON,GB,5,1,15:25,789,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
641,AY,1,3001,0,LHR,SFO,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,AY,5945,LHR,LON,GB,5,10:45,SFO,SFO,US,I,0,13:55,777,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
641,AY,1,3001,0,LHR,SFO,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,AY,3012,SFO,SFO,US,I,16:10,LHR,LON,GB,5,1,10:35,789,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
640,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5966,LHR,LON,GB,5,09:30,IAH,IAH,US,E,0,14:15,777,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
640,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,3104,IAH,IAH,US,A,14:05,CLT,CLT,US,N,0,17:30,320,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
640,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5669,CLT,CLT,US,N,18:05,LHR,LON,GB,5,1,06:50,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
639,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,AY,5966,LHR,LON,GB,5,09:30,IAH,IAH,US,E,0,14:15,777,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
639,AY,1,2001,0,LHR,IAH,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,AY,5156,IAH,IAH,US,D,16:00,LHR,LON,GB,5,1,06:55,789,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
638,AY,1,2001,0,LHR,IAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,3163,LHR,LON,GB,5,17:05,IAD,IAD,US,N,0,20:30,359,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
638,AY,1,2001,0,LHR,IAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,2801,IAD,IAD,US,N,12:56,CLT,CLT,US,5,0,14:27,CR9,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
638,AY,1,2001,0,LHR,IAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5669,CLT,CLT,US,N,18:05,LHR,LON,GB,5,1,06:50,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
637,AY,1,2001,0,LHR,IAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,AY,3163,LHR,LON,GB,5,17:05,IAD,IAD,US,N,0,20:30,359,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
637,AY,1,2001,0,LHR,IAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,AY,3070,IAD,IAD,US,N,22:45,LHR,LON,GB,5,1,10:50,359,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
636,AY,1,2001,0,LHR,IAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,3163,LHR,LON,GB,5,17:05,IAD,IAD,US,N,0,20:30,359,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
636,AY,1,2001,0,LHR,IAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,2,AY,3070,IAD,IAD,US,N,22:35,LHR,LON,GB,5,1,10:40,359,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
635,AY,1,1001,0,LHR,PHX,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5838,LHR,LON,GB,5,12:35,JFK,JFK,US,8,0,16:40,772,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
635,AY,1,1001,0,LHR,PHX,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,6868,JFK,JFK,US,8,20:35,PHX,PHX,US,4,0,22:59,738,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
635,AY,1,1001,0,LHR,PHX,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,3,AY,5956,PHX,PHX,US,4,19:15,LHR,LON,GB,5,1,13:15,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
634,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,1,LH,909,LHR,LON,GB,2,15:30,FRA,FRA,DE,1,0,18:05,32N,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
634,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,2,LH,572,FRA,FRA,DE,1,22:05,JNB,JNB,ZA,A,1,08:30,74H,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
634,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,3,LH,573,JNB,JNB,ZA,A,19:00,FRA,FRA,DE,1,1,05:35,74H,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
634,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,4,LH,900,FRA,FRA,DE,1,08:00,LHR,LON,GB,2,0,08:40,32Q,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
633,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,1,LH,909,LHR,LON,GB,2,15:30,FRA,FRA,DE,1,0,18:05,32N,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
633,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,2,LH,572,FRA,FRA,DE,1,22:05,JNB,JNB,ZA,A,1,08:30,74H,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
633,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,3,LH,573,JNB,JNB,ZA,A,19:00,FRA,FRA,DE,1,1,05:35,74H,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
633,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,4,LH,924,FRA,FRA,DE,1,07:00,LHR,LON,GB,2,0,07:40,32Q,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
632,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,1,LH,911,LHR,LON,GB,2,16:30,FRA,FRA,DE,1,0,19:05,32N,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
632,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,2,LH,572,FRA,FRA,DE,1,22:05,JNB,JNB,ZA,A,1,08:30,74H,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
632,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,3,LH,573,JNB,JNB,ZA,A,19:00,FRA,FRA,DE,1,1,05:35,74H,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
632,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,4,LH,900,FRA,FRA,DE,1,08:00,LHR,LON,GB,2,0,08:40,32Q,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
631,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,1,LH,911,LHR,LON,GB,2,16:30,FRA,FRA,DE,1,0,19:05,32N,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
631,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,2,LH,572,FRA,FRA,DE,1,22:05,JNB,JNB,ZA,A,1,08:30,74H,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
631,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,3,LH,573,JNB,JNB,ZA,A,19:00,FRA,FRA,DE,1,1,05:35,74H,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
631,LH,1,1500,0,LHR,JNB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,4,LH,924,FRA,FRA,DE,1,07:00,LHR,LON,GB,2,0,07:40,32Q,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
630,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5755,LHR,LON,GB,3,07:45,ORD,ORD,US,5,0,10:05,772,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
630,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,4359,ORD,ORD,US,3,11:45,RDU,RDU,US,2,0,14:40,738,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
630,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5649,RDU,RDU,US,2,18:10,LHR,LON,GB,3,1,06:35,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
629,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5775,LHR,LON,GB,3,11:50,RDU,RDU,US,2,0,15:40,772,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
629,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,2,AY,6845,RDU,RDU,US,2,19:45,JFK,JFK,US,8,0,21:30,ERD,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
629,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,5839,JFK,JFK,US,8,22:35,LHR,LON,GB,3,1,10:50,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
628,LH,1,2500,0,LHR,LOS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,1,LH,921,LHR,LON,GB,2,06:30,FRA,FRA,DE,1,0,09:05,32Q,False,1,1 Pc check-in baggage included in the fare,0,1 Pcs included,GBP
628,LH,1,2500,0,LHR,LOS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,2,LH,568,FRA,FRA,DE,1,11:15,LOS,LOS,NG,I,0,16:45,333,False,1,1 Pc check-in baggage included in the fare,0,1 Pcs included,GBP
628,LH,1,2500,0,LHR,LOS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,3,LH,569,LOS,LOS,NG,I,22:55,FRA,FRA,DE,1,1,06:20,333,True,1,1 Pc check-in baggage included in the fare,1,1 Pcs included,GBP
628,LH,1,2500,0,LHR,LOS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,4,LH,904,FRA,FRA,DE,1,10:00,LHR,LON,GB,2,0,10:40,32N,True,1,1 Pc check-in baggage included in the fare,1,1 Pcs included,GBP
627,LH,1,2500,0,LHR,LOS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,1,LH,923,LHR,LON,GB,2,07:30,FRA,FRA,DE,1,0,10:05,32Q,False,1,1 Pc check-in baggage included in the fare,0,1 Pcs included,GBP
627,LH,1,2500,0,LHR,LOS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,2,LH,568,FRA,FRA,DE,1,11:15,LOS,LOS,NG,I,0,16:45,333,False,1,1 Pc check-in baggage included in the fare,0,1 Pcs included,GBP
627,LH,1,2500,0,LHR,LOS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,3,LH,569,LOS,LOS,NG,I,22:55,FRA,FRA,DE,1,1,06:20,333,True,1,1 Pc check-in baggage included in the fare,1,1 Pcs included,GBP
627,LH,1,2500,0,LHR,LOS,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,LH,4,LH,900,FRA,FRA,DE,1,08:00,LHR,LON,GB,2,0,08:40,32N,True,1,1 Pc check-in baggage included in the fare,1,1 Pcs included,GBP
626,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,4051,LHR,LON,GB,5,15:35,ORD,ORD,US,5,0,19:30,777,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
626,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,3077,ORD,ORD,US,3,08:20,PVR,PVR,MX,N,1,11:35,738,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
626,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,3,AY,3077,PVR,PVR,MX,N,14:16,ORD,ORD,US,B,0,18:50,738,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
626,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,4,AY,5752,ORD,ORD,US,0,09:05,LHR,LON,GB,3,1,22:45,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
625,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,4051,LHR,LON,GB,5,15:35,ORD,ORD,US,5,0,19:30,777,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
625,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,3098,ORD,ORD,US,3,06:55,PVR,PVR,MX,N,1,10:10,738,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
625,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,3,AY,3077,PVR,PVR,MX,N,14:16,LAX,LAX,US,B,0,18:50,738,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
625,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AY,4,AY,5752,LAX,LAX,US,0,09:05,LHR,LON,GB,3,1,22:45,772,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
624,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5493,LHR,LON,GB,5,13:45,DFW,DFW,US,5,0,19:10,777,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
624,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,6921,DFW,DFW,US,3,12:20,PVR,PVR,MX,N,1,13:55,738,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
624,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,3,AY,3077,PVR,PVR,MX,N,14:16,LAX,LAX,US,B,0,18:50,319,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
624,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,4,AY,6167,LAX,LAX,US,0,23:30,LHR,LON,GB,3,1,13:15,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
623,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,4051,LHR,LON,GB,5,15:35,ORD,ORD,US,5,0,19:30,777,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
623,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,3098,ORD,ORD,US,3,06:55,PVR,PVR,MX,N,1,10:10,738,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
623,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,3,AY,3009,PVR,PVR,MX,N,16:58,LAX,LAX,US,B,0,18:00,319,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
623,AY,1,1001,0,LHR,PVR,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,4,AY,5835,LAX,LAX,US,0,20:15,LHR,LON,GB,3,1,14:25,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
622,AY,1,1001,0,LHR,SAP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,1,AY,4032,LHR,LON,GB,5,09:35,MIA,MIA,US,N,0,15:35,777,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
622,AY,1,1001,0,LHR,SAP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,6984,MIA,MIA,US,N,19:09,SAP,SAP,HN,N,0,19:27,738,False,0,No check-in baggage included in the fare,0,0 Pcs included,GBP
622,AY,1,1001,0,LHR,SAP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,6512,SAP,SAP,HN,N,13:37,MIA,MIA,US,N,0,18:00,738,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
622,AY,1,1001,0,LHR,SAP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,4,AY,3101,MIA,MIA,US,N,20:45,LHR,LON,GB,5,1,10:25,380,True,0,No check-in baggage included in the fare,1,0 Pcs included,GBP
