UniqueId,ValCarrier,JourneyType,Pax_A_BaseFare,Pax_A_Taxes,Origin,Destination,Camp_ID,ValidFrom,ValidTo,OperatingCarrierCode,SerialId,AirV,FltNum,D_AirportCode,D_AirportCityCode,D_AirportCountryCode,D_Terminal,D_Time,A_AirportCode,A_AirportCityCode,A_AirportCountryCode,A_Terminal,IsNextDayCount,A_Time,EquipType,IsReturn,BI_Pieces,BI_Description,Sector_Group,BaggageInfo
154,AY,1,1001,2,LHR,MBJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,4029,LHR,LON,GB,3,10:35,MIA,MIA,US,N,0,15:40,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included
154,AY,1,1001,2,LHR,MBJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,4406,MIA,MIA,US,N,17:35,MBJ,MBJ,JM,N,0,19:18,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
154,AY,1,1001,2,LHR,MBJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5081,MBJ,MBJ,JM,N,08:36,MIA,MIA,US,N,0,10:25,738,True,0,No check-in baggage included in the fare,1,0 Pcs included
154,AY,1,1001,2,LHR,MBJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,4093,MIA,MIA,US,N,18:05,LHR,LON,GB,3,1,07:45,772,True,0,No check-in baggage included in the fare,1,0 Pcs included
153,AY,1,1001,0,LHR,CUN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,1,AY,5509,LHR,LON,GB,5,13:45,MIA,MIA,US,N,0,18:10,789,False,0,No check-in baggage included in the fare,0,0 Pcs included
153,AY,1,1001,0,LHR,CUN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,5089,MIA,MIA,US,N,20:10,CUN,CUN,MX,3,0,21:00,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
153,AY,1,1001,0,LHR,CUN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5088,CUN,CUN,MX,3,12:54,MIA,MIA,US,N,0,15:34,738,True,0,No check-in baggage included in the fare,1,0 Pcs included
153,AY,1,1001,0,LHR,CUN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,4028,MIA,MIA,US,N,19:10,LHR,LON,GB,5,1,08:55,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included
152,LH,1,1001,0,LHR,ABQ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,LH,7621,LHR,LON,GB,2,13:35,IAH,IAH,US,E,0,18:15,777,False,1,1 Pc check-in baggage included in the fare,0,1 Pcs included
152,LH,1,1001,0,LHR,ABQ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,LH,8679,IAH,IAH,US,B,21:35,ABQ,ABQ,US,N,0,22:55,E7W,False,1,1 Pc check-in baggage included in the fare,0,1 Pcs included
152,LH,1,1001,0,LHR,ABQ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,3,LH,8677,ABQ,ABQ,US,N,12:00,IAH,IAH,US,B,0,15:15,EZW,True,1,1 Pc check-in baggage included in the fare,1,1 Pcs included
152,LH,1,1001,0,LHR,ABQ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,4,LH,7622,IAH,IAH,US,E,16:20,LHR,LON,GB,2,1,07:25,777,True,1,1 Pc check-in baggage included in the fare,1,1 Pcs included
151,AY,1,1001,2,LHR,MBJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5840,LHR,LON,GB,3,19:25,JFK,JFK,US,8,0,22:35,380,False,0,No check-in baggage included in the fare,0,0 Pcs included
151,AY,1,1001,2,LHR,MBJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,5077,JFK,JFK,US,8,07:00,MBJ,MBJ,JM,N,1,11:30,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
151,AY,1,1001,2,LHR,MBJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5077,MBJ,MBJ,JM,N,13:04,JFK,JFK,US,8,0,16:59,738,True,0,No check-in baggage included in the fare,1,0 Pcs included
151,AY,1,1001,2,LHR,MBJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,4036,JFK,JFK,US,8,18:20,LHR,LON,GB,3,1,06:20,773,True,0,No check-in baggage included in the fare,1,0 Pcs included
150,SN,1,1001,0,LHR,ABJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,SN,1,SN,2104,LHR,LON,GB,2,06:50,BRU,BRU,BE,N,0,08:55,320,False,0,No check-in baggage included in the fare,0,0 Pcs included
150,SN,1,1001,0,LHR,ABJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,SN,2,SN,255,BRU,BRU,BE,N,11:15,ABJ,ABJ,CI,N,0,18:35,333,False,0,No check-in baggage included in the fare,0,0 Pcs included
150,SN,1,1001,0,LHR,ABJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,SN,3,SN,300,ABJ,ABJ,CI,N,23:15,BRU,BRU,BE,N,1,07:00,333,True,0,No check-in baggage included in the fare,1,0 Pcs included
150,SN,1,1001,0,LHR,ABJ,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,SN,4,SN,2093,BRU,BRU,BE,N,09:40,LHR,LON,GB,2,0,10:05,320,True,0,No check-in baggage included in the fare,1,0 Pcs included
149,SN,1,1001,0,MAN,EBB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,SN,1,SN,2184,MAN,MAN,GB,1,06:10,BRU,BRU,BE,N,0,08:30,320,False,1,1 Pc check-in baggage included in the fare,0,1 Pcs included
149,SN,1,1001,0,MAN,EBB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,SN,2,SN,465,BRU,BRU,BE,N,10:15,EBB,EBB,UG,N,0,22:50,333,False,1,1 Pc check-in baggage included in the fare,0,1 Pcs included
149,SN,1,1001,0,MAN,EBB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,SN,3,SN,455,EBB,EBB,UG,N,23:59,BRU,BRU,BE,N,1,06:30,333,True,1,1 Pc check-in baggage included in the fare,1,1 Pcs included
149,SN,1,1001,0,MAN,EBB,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,SN,4,SN,2173,BRU,BRU,BE,N,09:55,MAN,MAN,GB,1,0,10:20,320,True,1,1 Pc check-in baggage included in the fare,1,1 Pcs included
148,TP,1,1501,0,LHR,LAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,1,TP,1357,LHR,LON,GB,2,18:30,LIS,LIS,PT,1,0,21:05,32Q,False,0,No check-in baggage included in the fare,0,0 Pcs included
148,TP,1,1501,0,LHR,LAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,2,TP,289,LIS,LIS,PT,1,23:10,LAD,LAD,AO,N,1,07:50,339,False,0,No check-in baggage included in the fare,0,0 Pcs included
148,TP,1,1501,0,LHR,LAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,3,TP,286,LAD,LAD,AO,N,22:35,LIS,LIS,PT,1,1,05:30,339,True,0,No check-in baggage included in the fare,1,0 Pcs included
148,TP,1,1501,0,LHR,LAD,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,4,TP,1354,LIS,LIS,PT,1,08:30,LGW,LON,GB,2,0,11:25,319,True,0,No check-in baggage included in the fare,1,0 Pcs included
146,AY,1,1001,0,LHR,DFW,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5746,LHR,LON,GB,5,09:15,ORD,ORD,US,5,0,11:50,788,False,0,No check-in baggage included in the fare,0,0 Pcs included
146,AY,1,1001,0,LHR,DFW,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,5746,ORD,ORD,US,3,13:15,DFW,DFW,US,0,0,15:47,321,False,0,No check-in baggage included in the fare,0,0 Pcs included
146,AY,1,1001,0,LHR,DFW,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,4009,DFW,DFW,US,0,19:15,LHR,LON,GB,5,1,10:20,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included
145,AY,1,1001,2,LHR,KIN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5914,LHR,LON,GB,5,12:35,MIA,MIA,US,N,0,17:35,772,False,0,No check-in baggage included in the fare,0,0 Pcs included
145,AY,1,1001,2,LHR,KIN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,6879,MIA,MIA,US,N,22:45,KIN,KIN,US,N,1,00:32,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
145,AY,1,1001,2,LHR,KIN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5076,KIN,KIN,CA,N,16:03,MIA,MIA,US,N,0,18:00,738,True,0,No check-in baggage included in the fare,1,0 Pcs included
145,AY,1,1001,2,LHR,KIN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,4,AY,3101,MIA,MIA,CA,N,21:20,LHR,LON,GB,3,1,10:40,789,True,0,No check-in baggage included in the fare,1,0 Pcs included
144,AY,1,1001,1,LHR,CLT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,4017,LHR,LON,GB,3,11:25,JFK,JFK,US,8,0,14:25,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included
144,AY,1,1001,1,LHR,CLT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,4227,JFK,JFK,US,8,17:00,CLT,CLT,US,N,0,19:22,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
144,AY,1,1001,1,LHR,CLT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,5669,CLT,CLT,US,N,18:10,LHR,LON,GB,3,1,06;50,772,True,0,No check-in baggage included in the fare,1,0 Pcs included
143,IB,1,1001,1,LHR,IND,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,1,IB,7451,LHR,LON,GB,5,11:55,ORD,ORD,US,5,0,14:50,744,False,0,No check-in baggage included in the fare,0,0 Pcs included
143,IB,1,1001,1,LHR,IND,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,IB,4590,ORD,ORD,US,3,16:40,IND,IND,US,N,0,18:41,CR7,False,0,No check-in baggage included in the fare,0,0 Pcs included
143,IB,1,1001,1,LHR,IND,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,IB,4767,IND,IND,US,N,15:43,ORD,ORD,US,3,0,15:51,CR7,True,0,No check-in baggage included in the fare,1,0 Pcs included
143,IB,1,1001,1,LHR,IND,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,IB,4208,ORD,ORD,US,3,19:00,LHR,LON,GB,3,1,08:40,772,True,0,No check-in baggage included in the fare,1,0 Pcs included
142,AY,1,1001,1,LHR,PIT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,4051,LHR,LON,GB,2,10:25,ORD,ORD,US,B,0,13:10,359,False,0,No check-in baggage included in the fare,0,0 Pcs included
142,AY,1,1001,1,LHR,PIT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,4051,ORD,ORD,US,C,15:00,PIT,PIT,US,N,1,16:32,E75,False,0,No check-in baggage included in the fare,0,0 Pcs included
142,AY,1,1001,1,LHR,PIT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,3381,PIT,PIT,US,N,19:49,JFK,JFK,US,N,0,20:55,ERD,True,0,No check-in baggage included in the fare,1,0 Pcs included
142,AY,1,1001,1,LHR,PIT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,5839,JFK,JFK,US,N,22:00,LHR,LON,GB,2,0,10:15,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included
141,LH,1,1001,1,LHR,PIT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,LH,7627,LHR,LON,GB,2,10:25,EWR,EWR,US,B,0,13:10,787,False,0,No check-in baggage included in the fare,0,0 Pcs included
141,LH,1,1001,1,LHR,PIT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,LH,7559,EWR,EWR,US,C,15:00,PIT,PIT,US,N,0,16:32,CR5,False,0,No check-in baggage included in the fare,0,0 Pcs included
141,LH,1,1001,1,LHR,PIT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,3,LH,8797,PIT,PIT,US,N,19:49,IAD,IAD,US,N,0,20:55,E7W,True,0,No check-in baggage included in the fare,1,0 Pcs included
141,LH,1,1001,1,LHR,PIT,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,4,LH,9267,IAD,IAD,US,N,22:00,LHR,LON,GB,2,1,10:15,777,True,0,No check-in baggage included in the fare,1,0 Pcs included
140,AY,1,1001,0,LHR,SJO,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,1,AY,4064,LHR,LON,GB,5,11:25,JFK,JFK,US,7,0,14:25,777,False,0,No check-in baggage included in the fare,0,0 Pcs included
140,AY,1,1001,0,LHR,SJO,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,3078,JFK,JFK,US,8,17:00,SJO,SJO,CR,M,0,21:30,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
140,AY,1,1001,0,LHR,SJO,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5291,SJO,SJO,CR,M,23:59,JFK,JFK,US,8,0,06:14,738,True,0,No check-in baggage included in the fare,1,0 Pcs included
140,AY,1,1001,0,LHR,SJO,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,5837,JFK,JFK,US,8,10:15,LHR,LON,GB,3,1,22:10,772,True,0,No check-in baggage included in the fare,1,0 Pcs included
139,AY,1,1001,0,LHR,CVG,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5780,LHR,LON,GB,3,10:10,JFK,JFK,US,N,0,13:15,772,False,0,No check-in baggage included in the fare,0,0 Pcs included
139,AY,1,1001,0,LHR,CVG,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,3289,JFK,JFK,US,N,15:35,CVG,CVG,US,N,0,17:59,ERD,False,0,No check-in baggage included in the fare,0,0 Pcs included
139,AY,1,1001,0,LHR,CVG,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5897,CVG,CVG,US,N,20:30,ORD,ORD,US,N,0,20:43,ER4,True,0,No check-in baggage included in the fare,1,0 Pcs included
139,AY,1,1001,0,LHR,CVG,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,5824,ORD,ORD,US,N,22:25,LHR,LON,GB,3,1,12:05,772,True,0,No check-in baggage included in the fare,1,0 Pcs included
138,AY,1,1001,0,LHR,CVG,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5914,LHR,LON,GB,3,12:35,MIA,MIA,US,N,0,17:35,772,False,0,No check-in baggage included in the fare,0,0 Pcs included
138,AY,1,1001,0,LHR,CVG,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,4338,MIA,MIA,US,N,19:35,CVG,CVG,US,N,0,22:17,ER4,False,0,No check-in baggage included in the fare,0,0 Pcs included
138,AY,1,1001,0,LHR,CVG,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5093,CVG,CVG,US,N,17:05,CLT,CLT,US,N,0,18:35,CR9,True,0,No check-in baggage included in the fare,1,0 Pcs included
138,AY,1,1001,0,LHR,CVG,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,5743,CLT,CLT,US,N,20:55,LHR,LON,GB,3,1,10:00,772,True,0,No check-in baggage included in the fare,1,0 Pcs included
137,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,LH,9378,LHR,LON,GB,2,09:20,SFO,SFO,US,I,0,12:30,777,False,0,No check-in baggage included in the fare,0,0 Pcs included
137,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,LH,9036,SFO,SFO,US,3,17:22,PDX,PDX,US,N,1,19:02,CR7,False,0,No check-in baggage included in the fare,0,0 Pcs included
137,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,3,LH,7983,PDX,PDX,US,N,11:20,DEN,DEN,US,N,0,14:54,738,True,0,No check-in baggage included in the fare,1,0 Pcs included
137,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,4,LH,7772,DEN,DEN,US,N,17:35,LHR,LON,GB,2,0,09:40,787,True,0,No check-in baggage included in the fare,1,0 Pcs included
136,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,LH,1357,LHR,LON,GB,2,12:20,IAD,IAD,US,N,0,15:45,763,False,0,No check-in baggage included in the fare,0,0 Pcs included
136,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,LH,1693,IAD,IAD,US,N,17:45,MSP,MSP,US,1,1,19:31,320,False,0,No check-in baggage included in the fare,0,0 Pcs included
136,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,3,LH,1684,MSP,MSP,US,1,18:35,ORD,ORD,US,1,0,20:10,320,True,0,No check-in baggage included in the fare,1,0 Pcs included
136,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,4,LH,1366,ORD,ORD,US,1,21:05,LHR,LON,GB,2,0,11:05,763,True,0,No check-in baggage included in the fare,1,0 Pcs included
135,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,1,LH,1357,LHR,LON,GB,2,10:25,ORD,ORD,US,5,0,13:35,763,False,0,No check-in baggage included in the fare,0,0 Pcs included
135,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,2,LH,1693,ORD,ORD,US,1,15:50,MSP,MSP,US,1,1,17:16,320,False,0,No check-in baggage included in the fare,0,0 Pcs included
135,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,3,LH,1684,MSP,MSP,US,1,18:35,ORD,ORD,US,1,0,20:10,320,True,0,No check-in baggage included in the fare,1,0 Pcs included
135,LH,1,1001,1,LHR,MSP,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,UA,4,LH,1366,ORD,ORD,US,1,21:05,LHR,LON,GB,2,0,11:05,763,True,0,No check-in baggage included in the fare,1,0 Pcs included
134,TP,1,1001,1,LHR,FNC,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,1,TP,1357,LHR,LON,GB,2,18:30,LIS,LIS,PT,1,0,21:05,32Q,False,0,No check-in baggage included in the fare,0,0 Pcs included
134,TP,1,1001,1,LHR,FNC,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,2,TP,1693,LIS,LIS,PT,1,23:15,FNC,FNC,PT,N,1,01:00,320,False,0,No check-in baggage included in the fare,0,0 Pcs included
134,TP,1,1001,1,LHR,FNC,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,3,TP,1684,FNC,FNC,PT,N,14:20,LIS,LIS,PT,1,0,16:00,319,True,0,No check-in baggage included in the fare,1,0 Pcs included
134,TP,1,1001,1,LHR,FNC,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,4,TP,1366,LIS,LIS,PT,1,19:55,LHR,LON,GB,2,0,22:40,320,True,0,No check-in baggage included in the fare,1,0 Pcs included
133,AY,1,1001,1,LHR,KIN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,1,AY,4032,LHR,LON,GB,5,09:35,MIA,MIA,US,N,0,14:35,380,False,0,No check-in baggage included in the fare,0,0 Pcs included
133,AY,1,1001,1,LHR,KIN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,4923,MIA,MIA,US,N,17:35,KIN,KIN,JM,N,0,19:22,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
133,AY,1,1001,1,LHR,KIN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,4924,KIN,KIN,JM,N,13:58,MIA,MIA,US,N,0,15:55,738,True,0,No check-in baggage included in the fare,1,0 Pcs included
133,AY,1,1001,1,LHR,KIN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,4093,MIA,MIA,US,N,18:05,LHR,LON,GB,3,1,07:45,772,True,0,No check-in baggage included in the fare,1,0 Pcs included
132,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,1,AY,5963,LHR,LON,GB,5,11:55,ORD,ORD,US,5,0,14:50,789,False,0,No check-in baggage included in the fare,0,0 Pcs included
132,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,6168,ORD,ORD,US,3,18:45,RDU,RDU,US,2,0,21:42,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
132,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5707,RDU,RDU,US,2,17:53,CLT,CLT,US,N,0,19:07,321,True,0,No check-in baggage included in the fare,1,0 Pcs included
132,AY,1,1001,0,LHR,RDU,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,4,AY,5743,CLT,CLT,US,N,20:55,LHR,LON,GB,3,1,10:00,772,True,0,No check-in baggage included in the fare,1,0 Pcs included
131,AY,1,1001,1,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5943,LHR,LON,GB,5,16:00,ATL,ATL,US,I,0,20:15,789,False,0,No check-in baggage included in the fare,0,0 Pcs included
131,AY,1,1001,1,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,4784,ATL,ATL,US,N,16:50,MIA,MIA,US,N,0,18:45,738,True,0,No check-in baggage included in the fare,1,0 Pcs included
131,AY,1,1001,1,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,3101,MIA,MIA,US,N,20:45,LHR,LON,GB,5,0,10:25,789,True,0,No check-in baggage included in the fare,1,0 Pcs included
130,SN,1,1001,3,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5943,LHR,LON,GB,5,16:00,ATL,ATL,US,I,0,20:15,789,False,0,No check-in baggage included in the fare,0,0 Pcs included
130,SN,1,1001,3,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,3028,ATL,ATL,US,N,16:30,MIA,MIA,US,N,0,18:18,E75,True,0,No check-in baggage included in the fare,1,0 Pcs included
130,SN,1,1001,3,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,3101,MIA,MIA,US,N,21:20,LHR,LON,GB,3,0,10:40,777,True,0,No check-in baggage included in the fare,1,0 Pcs included
129,AY,1,1001,1,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,5943,LHR,LON,GB,5,16:00,ATL,ATL,US,I,0,20:15,789,False,0,No check-in baggage included in the fare,0,0 Pcs included
129,AY,1,1001,1,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,3028,ATL,ATL,US,N,16:30,MIA,MIA,US,N,0,18:18,E75,True,0,No check-in baggage included in the fare,1,0 Pcs included
129,AY,1,1001,1,LHR,ATL,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,4028,MIA,MIA,US,N,19:30,LHR,LON,GB,3,0,09:15,77W,True,0,No check-in baggage included in the fare,1,0 Pcs included
128,AY,1,1001,0,LHR,CUN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,1,AY,4029,LHR,LON,GB,5,11:50,MIA,MIA,US,N,0,16:30,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included
128,AY,1,1001,0,LHR,CUN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,2,AY,5089,MIA,MIA,US,N,20:10,CUN,CUN,MX,3,0,21:00,738,False,0,No check-in baggage included in the fare,0,0 Pcs included
128,AY,1,1001,0,LHR,CUN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AA,3,AY,5092,CUN,CUN,MX,3,12:20,DFW,DFW,US,D,1,15:15,321,True,0,No check-in baggage included in the fare,1,0 Pcs included
128,AY,1,1001,0,LHR,CUN,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,BA,4,AY,5492,DFW,DFW,US,D,18:45,LHR,LON,GB,G,0,09:50,781,True,0,No check-in baggage included in the fare,1,0 Pcs included
126,AC,1,1001,0,LHR,BNA,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AC,1,AC,857,LHR,LON,GB,N,10:00,YYZ,YYZ,US,N,0,12:45,77W,False,0,No check-in baggage included in the fare,0,0 Pcs included
126,AC,1,1001,0,LHR,BNA,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AC,2,AC,7522,YYZ,YYZ,US,N,14:10,BNA,BNA,US,N,0,15:16,CRJ,False,0,No check-in baggage included in the fare,0,0 Pcs included
126,AC,1,1001,0,LHR,BNA,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AC,3,AC,8805,BNA,BNA,US,N,16:45,YYZ,YYZ,US,N,0,19:45,CRJ,True,0,No check-in baggage included in the fare,1,0 Pcs included
126,AC,1,1001,0,LHR,BNA,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,AC,4,AC,858,YYZ,YYZ,US,N,23:50,LHR,LON,GB,N,1,11:50,789,True,0,No check-in baggage included in the fare,1,0 Pcs included
125,SN,1,1015,3,LHR,FNA,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,1,TP,1313,MAN,LON,GB,2,17:00,LIS,LIS,PT,1,0,19:50,32Q,False,0,No check-in baggage included in the fare,0,0 Pcs included
125,SN,1,1015,3,LHR,FNA,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,2,TP,1523,LIS,LIS,PT,1,23:30,ACC,ACC,SN,3,1,05:05,32Q,False,0,No check-in baggage included in the fare,0,0 Pcs included
125,SN,1,1015,3,LHR,FNA,TJ_MMD,01/01/2019 00:00:00,01/01/2022 00:00:00,TRUE,3,TP,1522,ACC,ACC,SN,3,11:00,LIS,LIS,PT,1,1,16:40,32Q,True,0,No check-in baggage included in the fare,1,0 Pcs included
